BibID,Shelfmark,Title,Full Coverage?,Facets,
9968531323503681,CAJS Rar Ms 147,[Commentary on Manār al-anwār fī al-uṣūl].,,"16th century, Commentary, Legal, Paper, Islamic",
9968531423503681,CAJS Rar Ms 159,[Mughnī al-labīb ʻan kutub al-aʻārīb]. Mughnī al-labīb ʻan kutub al-aʻārīb,,"Arabic, 16th century, 15uu, Codices Manuscripts, Arabic - 16th century Manuscripts, Renaissance, Arabic language Grammar Syntax, Ibn Hishām, ʻAbd Allāh ibn Yūsuf, 1309-1360, Paper, , [between 1500 and 1599]",
9968531423503681,CAJS Rar Ms 159,[Mughnī al-labīb ʻan kutub al-aʻārīb]. Mughnī al-labīb ʻan kutub al-aʻārīb,,"16th century, Arabic, Islamic, Grammar, Paper",
9968531643503681,CAJS Rar Ms 205,[Inni della Beata Vergine Maria].,,"Ethiopic, 17th century 18th century 19th century, 1600, Hymns (documents) Manuscripts, Ethiopic - 17th century Manuscripts, Ethiopic - 18th century Manuscripts, Ethiopic - 19th century Manuscripts, Renaissance, Hymns, Ethiopic, Parchment, , [Ethiopia], [approximately 1600-1899]",
9968531643503681,CAJS Rar Ms 205,[Inni della Beata Vergine Maria].,,"17th century 18th century 19th century, Ethiopic, Ethiopia, Hymnal, Document",
9968531703503681,CAJS Rar Ms 207,Kitāb-i Gulistān. Gulistān,,"Persian, 16th century, 1510, Manuscripts, Persian - 16th century Manuscripts, Renaissance, Persian poetry, Saʻdī, Paper, , A.H. 916 (1510 or 1511)",
9968531703503681,CAJS Rar Ms 207,Kitāb-i Gulistān. Gulistān,,"16th century, Persian, Iran, Islamic, Literature--Poetry",
9968532163503681,CAJS Rar Ms 211,Kitāb-i Tīmūrnāmah. Tīmūrnāmah,,"Persian, 16th century, 1581, Manuscripts, Persian - 16th century Manuscripts, Renaissance, Persian poetry Timur, 1336-1405, Hātifī, -1520 or 1521, Paper, , A.H. 989 (1581)",
9968532163503681,CAJS Rar Ms 211,Kitāb-i Tīmūrnāmah. Tīmūrnāmah,,"16th century, Persian, Iran, Islamic, Literature--Poetry",
9968532693503681,CAJS Rar Ms 214,Īn kitāb dar ṭibb / taṣnīf-i Shaykh Ṭāhir.,,"Persian, 13th century 14th century, 1200, Manuscripts, Medieval Manuscripts, Persian - 13th century Manuscripts, Persian - 14th century, Medicine, Arab Medicine, Medieval, Shaykh Ṭāhir, Paper, , [between 1200 and 1399]",
9968532693503681,CAJS Rar Ms 214,Īn kitāb dar ṭibb / taṣnīf-i Shaykh Ṭāhir.,,"13th century 14th century, Iran, Persian, Science-Medicine, Arabic, Islamic",
9968535693503681,CAJS Rar Ms 216,Kıya-yı Hazret-i Yûsuf Zulaykhâ. Yūsuf va Zulaykhā. Ottoman Turkish,,"Turkish, Ottoman, 16th century, 1575, Manuscripts, Renaissance Manuscripts, Turkish - 16th century, Joseph (Son of Jacob) Potiphar's wife (Biblical figure), Jāmī, 1414-1492, Paper, , 1575.",
9968535693503681,CAJS Rar Ms 216,Kıya-yı Hazret-i Yûsuf Zulaykhâ. Yūsuf va Zulaykhā. Ottoman Turkish,,"16th century, Paper, Turkish, Turkey, Bible, Theology",
9968536053503681,CAJS Rar Ms 228,"[Los dos tratados del Papa, i de la Misa].",,"Spanish, 16th century, 1588, Manuscripts, Renaissance Manuscripts, Spanish - 16th century Treatises, Catholic Church Mass Papacy, Valera, Cipriano de, 1532?-1625, Paper, , [Spain?], [after 1588]",
9968536053503681,CAJS Rar Ms 228,"[Los dos tratados del Papa, i de la Misa].",,"16th century, Spain, Spanish, Mass book, Paper, Liturgy",
9924372983503681,CAJS Rar Ms 242,"Bible. Pentateuch. Selections. [Yemenite manuscript consisting of Va-yiḳra, Ba-midbar, Devarim].",,"Hebrew, 16th century, 1492, Bibles Codices Manuscripts, Digital Manuscripts, Hebrew - 16th century Manuscripts, Renaissance, Paper, , ",
9924372983503681,CAJS Rar Ms 242,"Bible. Pentateuch. Selections. [Yemenite manuscript consisting of Va-yiḳra, Ba-midbar, Devarim].",,"16th century, Bible, Jewish, Paper",
9924613943503681,CAJS Rar Ms 26,Pesikta rabbati. Pesiḳta rabata.,,"Hebrew, 16th century, 1531, Codices Manuscripts, Hebrew - 16th century Manuscripts, Renaissance, Paper, , [Castello], [1563]",
9924613943503681,CAJS Rar Ms 26,Pesikta rabbati. Pesiḳta rabata.,,"16th century, Jewish, Paper",
9933866253503681,CAJS Rar Ms 280,Qurʼan. Koran.,N,"Arabic, 14th century, 1342, Codices Manuscripts, Arabic - 14th century Manuscripts, Digital Manuscripts, Medieval Qu'rans, Paper, , [1342-1343]",
9933866253503681,CAJS Rar Ms 280,Qurʼan. Koran.,N,"Arabic, 14th century, Paper, Islamic, Qur`an, Scripture",
9924292193503681,CAJS Rar Ms 30,Siddur (Italian) Sidur = Prayer book of Italian rite.,,"Hebrew, 14th century, 1300, Manuscripts, Hebrew - 14th century Manuscripts, Renaissance, Parchment, , ",
9924292193503681,CAJS Rar Ms 30,Siddur (Italian) Sidur = Prayer book of Italian rite.,,"14th century, Jewish",
9968536193503681,CAJS Rar Ms 303,"Carta executoria de hidalguia a pedimiento de Rrodrigo Calera, v[e]z[ino] de Villarrobledo.",,"Spanish, 16th century, 1577, Codices Illuminations Letters patent Manuscripts, Renaissance Manuscripts, Spanish - 16th century, Calera, Rodrigo Illumination of books and manuscripts James, the Greater, Saint Mary, Blessed Virgin, Saint Nobility, Spain, Spain. Sovereign (1556-1598 : Philip II), Parchment, , Granada, 1577.",
9968536193503681,CAJS Rar Ms 303,"Carta executoria de hidalguia a pedimiento de Rrodrigo Calera, v[e]z[ino] de Villarrobledo.",,"16th century, Spain, Spanish, Illumination, Theology, Church Fathers",
9968536303503681,CAJS Rar Ms 364,"Bible. Pentateuch. [Torah with Masorah, and haftarot].",,"Hebrew, 14th century 15th century, 1300, Bibles Codices Manuscripts, Hebrew - 14th century Manuscripts, Hebrew - 15th century Manuscripts, Medieval, Parchment, , [between 1300 and 1499]",
9968536303503681,CAJS Rar Ms 364,"Bible. Pentateuch. [Torah with Masorah, and haftarot].",,"14th century 15th century, Jewish, Bible",
9924292273503681,CAJS Rar Ms 38,Siddur (Roman rite). Selections. Reshut le-nishmat le-Fesah leha-R. Binyamin. Yeʻidot yagidun.,,"Hebrew, 15th century, 1400, Detached leaves Mansucripts, Hebrew - 15th century Manuscripts, Renaissance Prayers, Jewish religious poetry Judaism Liturgy Piyutim Roman rite, Parchment, , [1400-1499?]",
9924292273503681,CAJS Rar Ms 38,Siddur (Roman rite). Selections. Reshut le-nishmat le-Fesah leha-R. Binyamin. Yeʻidot yagidun.,,"15th century, Prayer book, Liturgy, Jewish, Damage",
9931288023503681,CAJS Rar Ms 382,Maḥzor. High Holidays. [Maḥazor minhag Ashkenaz le-Yamim ha-noraʼim ule-Sukot].,,"Hebrew, 13th century 14th century, 1200, Codices Manuscripts, Hebrew - 13th century Manuscripts, Hebrew - 14th century Manuscripts, Medieval, High Holidays Judaism Liturgy Mahzorim Sukkot, Parchment, , [between 1200 and 1399]",
9931288023503681,CAJS Rar Ms 382,Maḥzor. High Holidays. [Maḥazor minhag Ashkenaz le-Yamim ha-noraʼim ule-Sukot].,,"13th century, 14th century, Jewish, Liturgy",
9924633643503681,CAJS Rar Ms 395,Yoreh deʻah ʻim perushe ve-ḥidushe Yosef Ḳaro ... be-ḥibur Bet Yosef. Yoreh deʻah,,"Hebrew, 16th century, 1563, Annotations Manuscripts, Hebrew - 16th century Manuscripts, Renaissance, Jacob ben Asher, approximately 1269-approximately 1340 Jewish law, Jacob ben Asher, approximately 1269-approximately 1340, Paper, , Ṿenetsiʾa : Yoʾani Grifiʾo, 324 [1563 or 1564]",
9924633643503681,CAJS Rar Ms 395,Yoreh deʻah ʻim perushe ve-ḥidushe Yosef Ḳaro ... be-ḥibur Bet Yosef. Yoreh deʻah,,"16th century, Annotated, Legal, Paper, Jewish",
9968536483503681,CAJS Rar Ms 400,Bible. Deuteronomy. Selections. Manuscript leaf from Vulgate Deuteronomy.,,"Latin, 13th century, 1240, Detached leaves Manuscripts, Latin - 13th century Manuscripts, Medieval, Ten commandments, Parchment, , ",
9968536483503681,CAJS Rar Ms 400,Bible. Deuteronomy. Selections. Manuscript leaf from Vulgate Deuteronomy.,,"13th century, Fragment, Bible",
9968536633503681,CAJS Rar Ms 415,"Manuscript leaves from a breviary, 1300s. Breviary. Selections",,"Latin, 14th century, 1300, Detached leaves Manuscripts, Latin - 14th century Manuscripts, Medieval Prayers, Breviaries Catholic Church Liturgy, Catholic Church, Parchment, , ",
9968536633503681,CAJS Rar Ms 415,"Manuscript leaves from a breviary, 1300s. Breviary. Selections",,"14th century, Breviary, Liturgy, Devotion",
9968536683503681,CAJS Rar Ms 416,Manuscript leaf from a book of hours. Book of hours. Selections,,"Latin, 15th century, 1490, Books of hours Detached leaves Manuscripts, Latin - 15th century Manuscripts, Renaissance Psalms (documents), Catholic Church, Catholic Church, Parchment, , ",
9968536683503681,CAJS Rar Ms 416,Manuscript leaf from a book of hours. Book of hours. Selections,,"15th century, Book of hours, Devotion, Fragment",
9968536753503681,CAJS Rar Ms 419,"Letter of appeal, 1490.",,"Italian, 15th century, 1490, Manuscripts, Italian - 15th century Manuscripts, Renaissance Petitions, Paper, , ",
9968536753503681,CAJS Rar Ms 419,"Letter of appeal, 1490.",,"15th century, Italy, Italian, Paper",
9968541273503681,CAJS Rar Ms 445,Bible. Numbers. Selections. Manuscript leaf from the Book of Numbers.,,"Hebrew, 14th century, 1300, Detached leaves Manuscripts, Hebrew - 14th century Manuscripts, Medieval, Parchment, , [Germany], [between 1300 and 1399?]",
9968541273503681,CAJS Rar Ms 445,Bible. Numbers. Selections. Manuscript leaf from the Book of Numbers.,,"14th century, Jewish, German, Germany, Fragment",
9968541413503681,CAJS Rar Ms 446,"Bible. Deuteronomy. Selections. [Manuscript leaf of most of  Deuteronomy XV, 6-XVI, 10, with Masorah]",,"Hebrew, 13th century, 1275, Detached leaves Manuscripts, Hebrew - 13th century Manuscripts, Medieval, Masorah, Parchment, , [between 1275 and 1299]",
9968541413503681,CAJS Rar Ms 446,"Bible. Deuteronomy. Selections. [Manuscript leaf of most of  Deuteronomy XV, 6-XVI, 10, with Masorah]",,"13th century, Jewish, Fragment, Bible",
9968541493503681,CAJS Rar Ms 447,[Manuscript leaf from an Ashkenazic maḥzor for Pesaḥ].,,"Hebrew, 13th century, 1275, Detached leaves Manuscripts, Hebrew - 13th century Manuscripts, Medieval, Jewish religious poetry Liturgy Passover Piyutim, Parchment, , [between 1275 and 1299]",
9968541493503681,CAJS Rar Ms 447,[Manuscript leaf from an Ashkenazic maḥzor for Pesaḥ].,,"13th century, Jewish, Literature--Poetry, Fragment, Liturgy",
9924292153503681,CAJS Rar Ms 448,Maḥzor. High Holidays. Selections. [Manuscript leaves from an Ashkenazic Maḥzor for the High Holidays].,,"Hebrew, 13th century 14th century, 1200, Detached leaves Manuscripts, Hebrew - 13th century Manuscripts, Hebrew - 14th century Manuscripts, Medieval Prayers, High Holidays Jewish religious poetry Liturgy Piyutim Seliḥot, Parchment, , [between 1200 and 1399?]",
9924292153503681,CAJS Rar Ms 448,Maḥzor. High Holidays. Selections. [Manuscript leaves from an Ashkenazic Maḥzor for the High Holidays].,,"13th century, 14th century, Jewish, Prayer book, Piyutim, Liturgy, Damage",
9964307213503681,CAJS Rar Ms 460,Tavnit ha-mishkan [manuscript] : Ḥanukat ha-bayit.,,"Hebrew, 17th century, 1612, Codices Manuscripts, European Manuscripts, Hebrew - 17th century Manuscripts, Renaissance, Tabernacle Temple of Jerusalem (Jerusalem), Ashkenazi, Malkiel, -approximately 1620, Paper, , [Mantua], [between 1612 and 1620?]",
9964307213503681,CAJS Rar Ms 460,Tavnit ha-mishkan [manuscript] : Ḥanukat ha-bayit.,,"17th century, Jewish, Italy, Italian, Theology",
9961263533503681,Folio GrC St812 Ef512g,[Partial copy of Chronicon] [manuscript].,,"Latin, 15th century, 1475, Chronicles Manuscripts, Latin - 15th century Manuscripts, Renaissance, World history, Sigebert, of Gembloux, approximately 1030-1112, Paper, , [Belgium], [between 1475 and 1499?]",
9961263533503681,Folio GrC St812 Ef512g,[Partial copy of Chronicon] [manuscript].,,"15th century, History, Belgian, Belgium, Chronicle",
9915808383503681,Folio Inc P-762,[Cookery book] [manuscript]. De re coquinaria. Selections,,"Latin, 15th century, 1475, Codices Cookbooks Manuscripts, Latin - 15th century Manuscripts, Renaissance Recipes, Cookery, Apicius, Paper, , [Italy?, between 1475 and 1499]",
9915808383503681,Folio Inc P-762,[Cookery book] [manuscript]. De re coquinaria. Selections,Y,"15th century, Recipe book, Italian, Italy, Paper",
9951865503503681,LJS 101,Periermenias Aristotelis ... [etc.] [manuscript].,Y,"Latin, 11th century 9th century, 0850, Codices Commentaries Diagrams Illuminations (visual works) Manuscripts, Latin - 11th century, Aristotle Criticism and interpretation Illumination of books and manuscripts, Carolingian Logic, Boethius, -524, Parchment, , [France, ca. 850]",
9951865503503681,LJS 101,Periermenias Aristotelis ... [etc.] [manuscript].,Y,"11th century 9th century, Commentary, Diagrams, Illumination, Philosophy, French, France",
9957602663503681,LJS 108,"Interpretationes Hebraicorum nominum. Selections. Manuscript leaf from Interpretationes Hebraicorum nominum, ca. 1220.",N,"Latin, 13th century, 1220, Etymological dictionaries Excerpts Fragments Glossaries Manuscripts, Latin - 13th century, Etymology Hebrew language, Parchment, , ",
9957602663503681,LJS 108,"Interpretationes Hebraicorum nominum. Selections. Manuscript leaf from Interpretationes Hebraicorum nominum, ca. 1220.",N,"13th century, Dictionary, Fragment, Glossary, England, English",
9949945603503681,LJS 110,"John Elys deed : manuscript, 1358.",N,"Latin, 14th century, 1358, Deeds Indentures Legal documents Manuscripts, Latin - 14th century Manuscripts, Medieval, Beeleye, John de Beeleye, Margery de Elys, John Real property, England Warwickshire Warwickshire (England), Parchment, , ",
9949945603503681,LJS 110,"John Elys deed : manuscript, 1358.",N,"14th century, Charter, Legal, English, Document",
9949879143503681,LJS 115,"Manuscript leaf from Summa de poenitentia et matrimonio, between 1225 and 1275. Summa de poenitentia et matrimonio. Selections.",N,"Latin, 13th century, 1225, Fragments Manuals (instructional materials) Manuscripts, Latin - 13th century Manuscripts, Medieval, Catholic Church Confession Penance (Canon law) Usury, Raymond, of Peñafort, Saint, 1175?-1275, Parchment, , ",
9949879143503681,LJS 115,"Manuscript leaf from Summa de poenitentia et matrimonio, between 1225 and 1275. Summa de poenitentia et matrimonio. Selections.",N,"13th century, Fragment, Legal, Christian, Instructional materials",
9949967773503681,LJS 119,"Manuscript leaf from a collection of papal decretals, 1300s.",N,"Latin, 14th century, 1300, Commentaries Decretals Fragments Manuscripts, Latin - 14th century Manuscripts, Medieval, Canon law, Catholic Church, Parchment, , ",
9949967773503681,LJS 119,"Manuscript leaf from a collection of papal decretals, 1300s.",N,"14th century, Legal, Pontifical, Christian, Commentary, Fragment",
9949349953503681,LJS 124,"Manuscript leaf from Speculum historiale, Book 29, ca. 1400. Speculum historiale. Selections",N,"Latin, 14th century 15th century, 1400, Excerpts Fragments Manuscripts, Latin - 14th century Manuscripts, Latin - 15th century Manuscripts, Medieval, Abbots Bishops, Vincent, of Beauvais, d. 1264, Parchment, , ",
9949349953503681,LJS 124,"Manuscript leaf from Speculum historiale, Book 29, ca. 1400. Speculum historiale. Selections",N,"14th century 15th century, Fragment, History",
9949282643503681,LJS 16,"[Speculum historiale, Books 25-28] [manuscript]. Speculum historiale. Selections.",N,"Latin, 14th century 15th century, 1400, Chronicles Encyclopedias Manuscripts, Latin - 14th century Manuscripts, Latin - 15th century Manuscripts, Medieval, Encyclopedias and dictionaries World history, Vincent, of Beauvais, d. 1264, Parchment, , [Paris?, France, ca. 1400]",
9949282643503681,LJS 16,"[Speculum historiale, Books 25-28] [manuscript]. Speculum historiale. Selections.",N,"Encyclopedia, 14th century 15th century, French, France, Chronicle, Dictionary, History",
9958778333503681,LJS 172,[Tabulae directionum et profectionum] [manuscript]. [Tabella sinus recti].,N,"Latin, 15th century, 1476, Codices Manuscripts, Latin - 15th century Manuscripts, Renaissance Tables (documents), Astronomy, Regiomontanus, Joannes, 1436-1476, Paper and Parchment, , [Austria or Hungary, circa 1476]",
9958778333503681,LJS 172,[Tabulae directionum et profectionum] [manuscript]. [Tabella sinus recti].,N,"15th century, Tables, Astronomy, Paper, Austria, Hungary, Austrian",
9950293063503681,LJS 174,Alphonsine Tables. Tabule illustrissimi principis regis alfonsii ... [etc.] [manuscript].,N,"Latin, 15th century, 1401, Codices Manuscripts, Latin - 15th century Manuscripts, Medieval Manuscripts, Renaissance Tables (documents), Astronomy Astronomy, Medieval, Paper, , [Prague], 1401-1404.",
9950293063503681,LJS 174,Alphonsine Tables. Tabule illustrissimi principis regis alfonsii ... [etc.] [manuscript].,N,"15th century, Tables, Paper, Astronomy, Czech Republic, Czech",
9958279783503681,LJS 177,Paludi Ponti[ne] [manuscript] ; visita delle strade di Roma.,Y,"Italian, 16th century 17th century 18th century, 1586, Accounts Codices Finding tabs Hybrid books Manuscripts, European, Aqueducts City planning Rome (Italy). Maestri delle Strade, Cisterna di Latina (Italy) Italy Pontine Marshes (Italy) Rome Sermoneta (Italy), Paper and Parchment, , [Italy, ca. 1586-1760]",
9958279783503681,LJS 177,Paludi Ponti[ne] [manuscript] ; visita delle strade di Roma.,Y,"Hybrid book, 16th century 17th century 18th century, Paper, Italy, Italian, Accounts, Financial records, City planning",
9958452103503681,LJS 184,Liber ethimologiarum [manuscript]. Etymologiae,N,"Latin, 13th century, 1265, Codices Encyclopedias Illuminations Manuscripts, Latin - 13th century Manuscripts, Medieval, Encyclopedias and dictionaries, Isidore, of Seville, Saint, d. 636, Parchment, , [Catalonia], [between 1265 and 1299]",
9958452103503681,LJS 184,Liber ethimologiarum [manuscript]. Etymologiae,N,"Encyclopedia, 13th century, Illumination, Dictionary, Spain, Catalan",
9950289983503681,LJS 188,Ynstruction of the ephimeredes [manuscript].,N,"English, 16th century, 1540, Codices Manuals (instructional materials) Manuscripts, English - 16th century Manuscripts, Renaissance Tables (documents), Astronomy Ephemerides, Paper, , [England], ca. 1540.",
9950289983503681,LJS 188,Ynstruction of the ephimeredes [manuscript].,N,"16th century, English, England, Document, Tables, Paper, Astronomy, Instructional materials",
9949222153503681,LJS 189,[Zakhīrah-ʹi Khvārazmshāhī] [manuscript].,N,"Persian, 14th century, 1300, Codices Encyclopedias Illuminations Manuscripts, Medieval Manuscripts, Persian - 14th century, Medicine, Persian, Jurjānī, Ismāʻīl ibn Ḥasan, 1042 or 1043-1136 or 1137, Paper, , [Persia, 13--]",
9949222153503681,LJS 189,[Zakhīrah-ʹi Khvārazmshāhī] [manuscript].,N,"Encyclopedia, 14th century, Persian, Iran, Illumination, Science -- Medicine, Paper",
9949237593503681,LJS 19,[Carta executoria de hidalguia a pedimiento [manuscript] : de Johan Garcia y la Puente de Mora].,N,"Spanish, 16th century, 1543, Codices Illuminations Letters patent Manuscripts, Renaissance Manuscripts, Spanish - 16th century, Annunciation Garcia y la Puente, Johan Illumination of books and manuscripts James, the Greater, Saint Mary, Blessed Virgin, Saint, Spain, Spain. Sovereign (1516-1556 : Charles I), Parchment, , Granada, 1543.",
9949237593503681,LJS 19,[Carta executoria de hidalguia a pedimiento [manuscript] : de Johan Garcia y la Puente de Mora].,N,"16th century, Spain, Spanish, Illumination, Christian",
9950320043503681,LJS 191,[Treatise on astronomy and astrology] [manuscript].,Y,"English, 15th century, 1496, Codices Manuscripts, English (Middle) - 15th century Manuscripts, Renaissance Tables (documents) Treatises, Astrology Astronomy Ephemerides, Paper, , [England, ca. 1496]",
9950320043503681,LJS 191,[Treatise on astronomy and astrology] [manuscript].,Y,"15th century, English, England, Astrology, Astronomy, Treatise, Paper, Document, Tables",
9948120243503681,LJS 194,Geometria [manuscript] / Geberti.,,"Latin, 12th century, 1125, Annotations Codices Diagrams Manuscripts, Latin - 12th century Manuscripts, Medieval, Astrolabes Geometry, Sylvester II, Pope, ca. 945-1003, Parchment, , [Austria?, between 1125 and 1175]",
9948120243503681,LJS 194,Geometria [manuscript] / Geberti.,,"12th century, Diagrams, Austria, Austrian, Astronomy, Geometry",
9958589513503681,LJS 195,[Medical miscellany] [manuscript].,N,"German, Middle High (ca. 1050-1500), 15th century, 1450, Anthologies Codices Manuscripts, German - 15th century Manuscripts, Medieval Manuscripts, Renaissance, Medicine Medicine, Medieval Pigments Plague, Paper, , [Germany, between 1450 and 1499]",
9958589513503681,LJS 195,[Medical miscellany] [manuscript].,N,"Anthology, 15th century, Paper, German, Germany, Science -- Medicine, Paper",
9953161073503681,LJS 198,[De simplicibus] [manuscript].,N,"Latin, 14th century, 1350, Codices Manuscripts, Latin - 14th century Manuscripts, Medieval Treatises, Materia medica, Vegetable Medicinal plants Medicine Medicine, Medieval, Arnaldus, de Villanova, d. 1311, Parchment, , [Spain, between 1350 and 1380]",
9953161073503681,LJS 198,[De simplicibus] [manuscript].,N,"14th century, Treatise, Science -- Medicine, Spain, Spanish",
9949240153503681,LJS 20,"Carta ex[ecutoria] de hidalguia a pedimi[ento] [manuscript] : de Alo[n]so Gayta[n] d[e] Cuenca Truxillo, vezino de Xeres d[e] la Frontera.",N,"Spanish, 16th century, 1578, Codices Illuminations Letters patent Manuscripts, Renaissance Manuscripts, Spanish - 16th century, Cuenca, Alonso Gaytan de Cuenca, Francisco Gaytan de Cuenca, Juan Gaytan de Illumination of books and manuscripts James, the Greater, Saint, Spain, Spain. Sovereign (1556-1598 : Philip II), Parchment, , Granada, 1578.",
9949240153503681,LJS 20,"Carta ex[ecutoria] de hidalguia a pedimi[ento] [manuscript] : de Alo[n]so Gayta[n] d[e] Cuenca Truxillo, vezino de Xeres d[e] la Frontera.",N,"16th century, Spain, Spanish, Illumination",
9953161123503681,LJS 204,[Shesh kenafayim] [manuscript].,N,"Hebrew, 16th century, 1509, Codices Manuscripts, Hebrew - 16th century Manuscripts, Renaissance Tables (documents), Astronomy Astronomy, Medieval Jewish astronomy, Bonfils, Immanuel ben Jacob, 14th cent, Parchment, , [Italy], 1509.",
9953161123503681,LJS 204,[Shesh kenafayim] [manuscript].,N,"16th century, Tables, Document, Astrology, Astronomy, Italy, Jewish",
9949956063503681,LJS 211,"Roger Bigod deed : manuscript, ca. 1201-1205.",N,"Latin, 13th century, 1201, Deeds Legal documents Manuscripts, Latin - 13th century Manuscripts, Medieval Seals (artifacts), History Real property Windmills, England Suffolk, Bigod, Roger, Earl of Norfolk, d. 1221, Parchment, , ",
9949956063503681,LJS 211,"Roger Bigod deed : manuscript, ca. 1201-1205.",N,"14th century, Charter, Legal, English, Document, Seals, History",
9957604903503681,LJS 212,"Manuscript leaf from expense records, 1380.",Y,"French, Middle (ca. 1300-1600), 14th century, 1380, Accounts Fragments Manuscripts, French - 14th century Manuscripts, Medieval, Accounting Mills and mill-work Textile industry, France Poligny (France), Parchment, , ",
9957604903503681,LJS 212,"Manuscript leaf from expense records, 1380.",Y,"14th century, French, France, Fragment, Accounts, Financial records",
9950345623503681,LJS 215,[Scientific miscellany] [manuscript].,Y,"French, Middle (ca. 1300-1600), 16th century, 1511, Anthologies Codices Diagrams Manuscripts, French - 16th century Manuscripts, Latin - 16th century, Astrolabes Astrology Astronomy Dyes and dyeing Medicine, Fentryer, Imbert, compiler, Paper, , [France], 1511.",
9950345623503681,LJS 215,[Scientific miscellany] [manuscript].,Y,"Anthology, 16th century, French, France, Diagrams, Astrology, Astronomy, Science -- Medicine, Paper, Miscellany",
